,phrase,label,sentiment,subjectivity,language,count,geonames,geotype,latitude,longitude,country,ipcc
ört…,ört…,ORG,-1.0,0.0,de,1,,,,,,
kom…,kom…,ORG,0.0,0.0,de,1,,,,,,
NRW-Wetter,NRW-Wetter,ORG,0.0,0.0,de,1,,,,,,
D…,D…,ORG,0.0,0.0,de,1,,,,,,
Leica Galerie …,Leica Galerie …,ORG,0.0,0.0,de,1,,,,,,
Sh…,Sh…,ORG,0.15000000000000002,0.0,de,1,,,,,,
Nebel ode,Nebel ode,ORG,0.0,0.0,de,1,,,,,,
Österreich Werbung,Österreich Werbung,ORG,0.7,0.0,de,1,,,,,,
"Bayern
","Bayern
",ORG,-0.7,0.0,de,1,,,,,,
Tourismusbran…,Tourismusbran…,ORG,0.0,0.0,de,1,,,,,,
Fr…,Fr…,ORG,0.0,0.0,de,1,,,,,,
Berlin/Potsdam,Berlin/Potsdam,ORG,0.0,0.0,de,1,,,,,,
Naturgewalten,Naturgewalten,ORG,0.0,0.0,de,1,,,,,,
Chinas,Chinas,ORG,0.0,0.0,de,1,,,,,,
Sonn…,Sonn…,ORG,0.0,0.0,de,1,,,,,,
Inntal- und Brennerautobahn,Inntal- und Brennerautobahn,ORG,0.0,0.0,de,1,,,,,,
ASFINAG,ASFINAG,ORG,0.0,0.0,de,1,,,,,,
Berchtesgadener A…,Berchtesgadener A…,ORG,0.0,0.0,de,1,,,,,,
Bedingun…,Bedingun…,ORG,-0.7,0.0,de,1,,,,,,
Be…,Be…,ORG,0.0,0.0,de,1,,,,,,
GEO,GEO,ORG,1.0,0.0,de,1,,,,,,
CCTV,CCTV,ORG,0.0,0.0,de,1,,,,,,
Nasa,Nasa,ORG,0.0,0.0,de,1,,,,,,
ADAC,ADAC,ORG,1.0,0.0,de,1,,,,,,
bb,bb,ORG,0.15000000000000002,0.0,de,1,,,,,,
Herbstli…,Herbstli…,ORG,0.0,0.0,de,1,,,,,,
Fichtelber…,Fichtelber…,ORG,0.0,0.0,de,1,,,,,,
we…,we…,ORG,0.0,0.0,de,1,,,,,,
Hype Studios,Hype Studios,ORG,1.0,0.0,de,1,,,,,,
CG Cinema,CG Cinema,ORG,1.0,0.0,de,1,,,,,,
Copyright Lupa Film,Copyright Lupa Film,ORG,1.0,0.0,de,1,,,,,,
stürmisch-nasse Wetter,stürmisch-nasse Wetter,ORG,0.0,0.0,de,1,,,,,,
Reg…,Reg…,ORG,-0.85,0.0,de,1,,,,,,
Luxus im Grünen,Luxus im Grünen,ORG,1.0,0.0,de,1,,,,,,
nä…,nä…,ORG,0.0,0.0,de,1,,,,,,
Wintersportsaison …,Wintersportsaison …,ORG,0.7,0.0,de,1,,,,,,
He… Frankfurt,He… Frankfurt,ORG,0.0,0.0,de,1,,,,,,
Kamin +++ Räuber,Kamin +++ Räuber,ORG,0.0,0.0,de,1,,,,,,
Straßenbahn-Unfall,Straßenbahn-Unfall,ORG,-1.0,0.0,de,1,,,,,,
beach…,beach…,ORG,0.0,0.0,de,1,,,,,,
… Frankfurt,… Frankfurt,ORG,-0.3333333333333333,0.0,de,1,,,,,,
Waldbrunn-Hausen +++ Liveblog,Waldbrunn-Hausen +++ Liveblog,ORG,-0.3333333333333333,0.0,de,1,,,,,,
Hess… Frankfurt,Hess… Frankfurt,ORG,0.0,0.0,de,1,,,,,,
Frankfurt,Frankfurt,ORG,0.0,0.0,de,1,,,,,,
Hessen Frankfurt,Hessen Frankfurt,ORG,0.85,0.0,de,1,,,,,,
bayeris…,bayeris…,ORG,0.0,0.0,de,1,,,,,,
Loop One Festival München,Loop One Festival München,ORG,0.0,0.0,de,1,,,,,,
Corona-Pandemie,Corona-Pandemie,ORG,0.0,0.0,de,1,,,,,,
Deutsc…,Deutsc…,ORG,0.0,0.0,de,1,,,,,,
Höch…,Höch…,ORG,0.0,0.0,de,1,,,,,,
wi…,wi…,ORG,0.0,0.0,de,1,,,,,,
Zürcher Geschichte,Zürcher Geschichte,ORG,0.0,0.0,de,1,,,,,,
